,구,동,주야간,노면상태,기상상태,동_risk,주야간_risk,노면상태_risk,기상상태_risk,total_risk,corr_risk,동_eclo,주야간_eclo,노면상태_eclo,기상상태_eclo,eclo_risk_sum,eclo_risk_mul
634,영통구,영통동,야간,기타,눈,44.0,1.0,2.0,2.0,49.0,93.01467853462223,4.5964912280701755,4.488599348534202,4.666666666666667,3.5714285714285716,66.32318581469961,223.2104038598124
635,영통구,원천동,주간,서리/결빙,흐림,41.0,2.0,3.0,3.0,49.0,90.25015734201172,4.8,4.476795931341386,4.875,4.421875,67.57367093134138,233.64421686268275
636,영통구,원천동,야간,기타,맑음,41.0,1.0,2.0,5.0,49.0,90.30783626616964,4.8,4.488599348534202,4.666666666666667,4.460807600950119,67.41607361615098,232.92597068661811
637,장안구,파장동,주간,건조,흐림,39.0,2.0,5.0,3.0,49.0,88.44559582971,4.63265306122449,4.476795931341386,4.444769140853302,4.421875,66.97609313341917,225.11653195470439
638,장안구,파장동,주간,서리/결빙,맑음,39.0,2.0,3.0,5.0,49.0,88.44559582970999,4.63265306122449,4.476795931341386,4.875,4.460807600950119,67.44525659351599,226.55609925518846
639,권선구,고색동,주간,기타,눈,43.0,2.0,2.0,2.0,49.0,92.05471885431348,3.962962962962963,4.476795931341386,4.666666666666667,3.5714285714285716,65.67785413239959,195.83718974628064
640,장안구,파장동,주간,젖음/습기,비,39.0,2.0,4.0,4.0,49.0,88.44559582970999,4.63265306122449,4.476795931341386,4.841059602649007,4.798319327731092,67.74882792294596,228.18457697195825
641,장안구,파장동,야간,젖음/습기,맑음,39.0,1.0,4.0,5.0,49.0,88.50327475386788,4.63265306122449,4.488599348534202,4.841059602649007,4.460807600950119,67.42311961335781,226.8303451516359
642,권선구,고색동,주간,서리/결빙,기타,43.0,2.0,3.0,1.0,49.0,92.05471885431348,3.962962962962963,4.476795931341386,4.875,4.833333333333333,67.14809222763768,198.8193326034235
643,영통구,원천동,야간,젖음/습기,흐림,41.0,1.0,4.0,3.0,49.0,90.30783626616964,4.8,4.488599348534202,4.841059602649007,4.421875,67.5515339511832,233.9184627591302
644,영통구,원천동,주간,건조,기타,41.0,2.0,5.0,1.0,49.0,90.25015734201176,4.8,4.476795931341386,4.444769140853302,4.833333333333333,67.55489840552802,232.81077090028262
645,영통구,영통동,주간,기타,기타,44.0,2.0,2.0,1.0,49.0,92.95699961046436,4.5964912280701755,4.476795931341386,4.666666666666667,4.833333333333333,67.57328715941156,225.36587256443718
646,장안구,송죽동,야간,건조,비,39.0,1.0,5.0,4.0,49.0,88.50327475386788,4.428571428571429,4.488599348534202,4.444769140853302,4.798319327731092,67.16025924569003,218.6200080780108
647,장안구,송죽동,야간,젖음/습기,맑음,39.0,1.0,4.0,5.0,49.0,88.50327475386788,4.428571428571429,4.488599348534202,4.841059602649007,4.460807600950119,67.21903798070475,218.87116147816653
648,영통구,영통동,주간,적설,눈,44.0,2.0,1.0,2.0,49.0,92.95699961046436,4.5964912280701755,4.476795931341386,4.25,3.5714285714285716,65.89471573084013,222.59206304062764
649,장안구,연무동,야간,젖음/습기,맑음,39.0,1.0,4.0,5.0,49.0,88.50327475386788,3.9591836734693877,4.488599348534202,4.841059602649007,4.460807600950119,66.74965022560272,200.56503902918692
650,권선구,구운동,주간,젖음/습기,기타,42.0,2.0,4.0,1.0,49.0,91.15243809816262,4.9411764705882355,4.476795931341386,4.841059602649007,4.833333333333333,68.09236533791196,240.680575371318
651,권선구,구운동,야간,적설,맑음,42.0,1.0,1.0,5.0,49.0,91.2101170223205,4.9411764705882355,4.488599348534202,4.25,4.460807600950119,67.14058342007255,238.57204911799067
652,권선구,구운동,야간,기타,비,42.0,1.0,2.0,4.0,49.0,91.2101170223205,4.9411764705882355,4.488599348534202,4.666666666666667,4.798319327731092,67.89476181352019,240.5446217574978
653,장안구,연무동,야간,건조,비,39.0,1.0,5.0,4.0,49.0,88.50327475386788,3.9591836734693877,4.488599348534202,4.444769140853302,4.798319327731092,66.69087149058798,200.3138856290312
654,권선구,구운동,야간,젖음/습기,눈,42.0,1.0,4.0,2.0,49.0,91.2101170223205,4.9411764705882355,4.488599348534202,4.841059602649007,3.5714285714285716,66.8422639932,238.52510666669323
655,권선구,구운동,주간,기타,흐림,42.0,2.0,2.0,3.0,49.0,91.15243809816262,4.9411764705882355,4.476795931341386,4.666666666666667,4.421875,67.50651406859629,239.081961960722
656,팔달구,매산로1가,야간,적설,기타,46.0,1.0,1.0,1.0,49.0,94.819240046924,4.782608695652174,4.488599348534202,4.25,4.833333333333333,67.35454137751971,233.57193268186754
657,영통구,매탄동,야간,적설,눈,45.0,1.0,1.0,2.0,49.0,93.91695929077312,4.265625,4.488599348534202,4.25,3.5714285714285716,65.57565291996278,207.83458149139133
658,권선구,구운동,주간,적설,비,42.0,2.0,1.0,4.0,49.0,91.1524380981626,4.9411764705882355,4.476795931341386,4.25,4.798319327731092,67.46629172966071,239.92628093831303
659,권선구,구운동,야간,서리/결빙,흐림,42.0,1.0,3.0,3.0,49.0,91.2101170223205,4.9411764705882355,4.488599348534202,4.875,4.421875,67.72665081912243,239.90863611324008
660,권선구,구운동,야간,건조,기타,42.0,1.0,5.0,1.0,49.0,91.21011702232052,4.9411764705882355,4.488599348534202,4.444769140853302,4.833333333333333,67.70787829330907,239.07519015083994
661,영통구,원천동,야간,건조,눈,41.0,1.0,5.0,2.0,49.0,90.30783626616964,4.8,4.488599348534202,4.444769140853302,3.5714285714285716,66.30479706081607,230.65530219565784
662,장안구,연무동,주간,건조,흐림,39.0,2.0,5.0,3.0,49.0,88.44559582971,3.9591836734693877,4.476795931341386,4.444769140853302,4.421875,66.30262374566408,198.8512258322554
663,권선구,구운동,주간,서리/결빙,눈,42.0,2.0,3.0,2.0,49.0,91.1524380981626,4.9411764705882355,4.476795931341386,4.875,3.5714285714285716,66.86440097335819,238.2508607702458
664,장안구,연무동,주간,서리/결빙,맑음,39.0,2.0,3.0,5.0,49.0,88.44559582970999,3.9591836734693877,4.476795931341386,4.875,4.460807600950119,66.77178720576089,200.29079313273948
665,장안구,조원동,주간,건조,맑음,37.0,2.0,5.0,5.0,49.0,86.64103431740826,4.770833333333333,4.476795931341386,4.444769140853302,4.460807600950119,67.15320600647814,230.0023089050332
666,권선구,고색동,야간,서리/결빙,눈,43.0,1.0,3.0,2.0,49.0,92.11239777847136,3.962962962962963,4.488599348534202,4.875,3.5714285714285716,65.89799088292574,196.66386389879872
667,권선구,고색동,야간,젖음/습기,기타,43.0,1.0,4.0,1.0,49.0,92.11239777847138,3.962962962962963,4.488599348534202,4.841059602649007,4.833333333333333,67.1259552474795,199.09357849987094
668,영통구,매탄동,야간,기타,기타,45.0,1.0,2.0,1.0,49.0,93.91695929077312,4.265625,4.488599348534202,4.666666666666667,4.833333333333333,67.2542243485342,210.60839101520088
669,권선구,고색동,야간,기타,흐림,43.0,1.0,2.0,3.0,49.0,92.11239777847138,3.962962962962963,4.488599348534202,4.666666666666667,4.421875,66.54010397816383,197.49496508927493
670,권선구,고색동,주간,적설,흐림,43.0,2.0,1.0,3.0,49.0,92.05471885431348,3.962962962962963,4.476795931341386,4.25,4.421875,66.11163389430435,196.87662427009016
671,권선구,고색동,야간,적설,비,43.0,1.0,1.0,4.0,49.0,92.11239777847136,3.962962962962963,4.488599348534202,4.25,4.798319327731092,66.49988163922825,198.33928406686596
672,영통구,매탄동,주간,적설,기타,45.0,2.0,1.0,1.0,49.0,93.85928036661522,4.265625,4.476795931341386,4.25,4.833333333333333,66.82575426467471,209.9900501960161
673,장안구,조원동,주간,건조,비,37.0,2.0,5.0,4.0,48.0,85.55180974214005,4.770833333333333,4.476795931341386,4.444769140853302,4.798319327731092,66.49071773325912,226.89154821120698
674,장안구,연무동,주간,젖음/습기,흐림,39.0,2.0,4.0,3.0,48.0,87.3563712544418,3.9591836734693877,4.476795931341386,4.841059602649007,4.421875,65.69891420745978,195.9916185385849
675,장안구,파장동,주간,서리/결빙,비,39.0,2.0,3.0,4.0,48.0,87.35637125444178,4.63265306122449,4.476795931341386,4.875,4.798319327731092,66.78276832029697,223.44533856136223
676,장안구,연무동,야간,건조,흐림,39.0,1.0,5.0,3.0,48.0,87.4140501785997,3.9591836734693877,4.488599348534202,4.444769140853302,4.421875,65.3144271628569,194.38623331810683
677,권선구,고색동,주간,적설,눈,43.0,2.0,1.0,2.0,48.0,90.96549427904527,3.962962962962963,4.476795931341386,4.25,3.5714285714285716,64.26118746573292,190.7538564129473
678,영통구,영통동,야간,적설,눈,44.0,1.0,1.0,2.0,48.0,91.92545395935404,4.5964912280701755,4.488599348534202,4.25,3.5714285714285716,64.90651914803296,218.12707052647906
679,권선구,고색동,주간,기타,기타,43.0,2.0,2.0,1.0,48.0,90.96549427904527,3.962962962962963,4.476795931341386,4.666666666666667,4.833333333333333,65.93975889430435,193.52766593675685
680,장안구,조원동,주간,젖음/습기,맑음,37.0,2.0,4.0,5.0,48.0,85.55180974214005,4.770833333333333,4.476795931341386,4.841059602649007,4.460807600950119,66.54949646827384,227.1427016113627
681,장안구,파장동,주간,젖음/습기,흐림,39.0,2.0,4.0,3.0,48.0,87.3563712544418,4.63265306122449,4.476795931341386,4.841059602649007,4.421875,66.37238359521487,222.25692466103388
682,장안구,연무동,야간,젖음/습기,비,39.0,1.0,4.0,4.0,48.0,87.41405017859968,3.9591836734693877,4.488599348534202,4.841059602649007,4.798319327731092,66.08716195238368,197.4542783353607
683,영통구,영통동,야간,기타,기타,44.0,1.0,2.0,1.0,48.0,91.92545395935406,4.5964912280701755,4.488599348534202,4.666666666666667,4.833333333333333,66.58509057660437,220.9008800502886
684,권선구,구운동,주간,기타,눈,42.0,2.0,2.0,2.0,48.0,90.06321352289442,4.9411764705882355,4.476795931341386,4.666666666666667,3.5714285714285716,65.65606764002486,232.95919410357914
685,장안구,연무동,주간,건조,눈,39.0,2.0,5.0,2.0,48.0,87.3563712544418,3.9591836734693877,4.476795931341386,4.444769140853302,3.5714285714285716,64.45217731709265,192.72845797511255
686,장안구,파장동,주간,건조,눈,39.0,2.0,5.0,2.0,48.0,87.3563712544418,4.63265306122449,4.476795931341386,4.444769140853302,3.5714285714285716,65.12564670484775,218.99376409756152
687,장안구,연무동,야간,서리/결빙,맑음,39.0,1.0,3.0,5.0,48.0,87.41405017859968,3.9591836734693877,4.488599348534202,4.875,4.460807600950119,65.78359062295371,195.8258006185909
688,권선구,구운동,주간,서리/결빙,기타,42.0,2.0,3.0,1.0,48.0,90.06321352289442,4.9411764705882355,4.476795931341386,4.875,4.833333333333333,67.12630573526295,235.941336960722
689,장안구,연무동,주간,서리/결빙,비,39.0,2.0,3.0,4.0,48.0,87.35637125444178,3.9591836734693877,4.476795931341386,4.875,4.798319327731092,66.10929893254186,197.18003243891326
690,장안구,파장동,주간,기타,맑음,39.0,2.0,2.0,5.0,48.0,87.3563712544418,4.63265306122449,4.476795931341386,4.666666666666667,4.460807600950119,66.23692326018266,221.2644325885218
691,장안구,연무동,주간,기타,맑음,39.0,2.0,2.0,5.0,48.0,87.3563712544418,3.9591836734693877,4.476795931341386,4.666666666666667,4.460807600950119,65.56345387242756,194.99912646607282
692,영통구,원천동,야간,건조,기타,41.0,1.0,5.0,1.0,48.0,89.21861169090144,4.8,4.488599348534202,4.444769140853302,4.833333333333333,66.56670182272083,228.34577838613404
693,장안구,송죽동,주간,건조,눈,39.0,2.0,5.0,2.0,48.0,87.3563712544418,4.428571428571429,4.476795931341386,4.444769140853302,3.5714285714285716,64.9215650721947,211.03458042409216
694,영통구,원천동,주간,젖음/습기,기타,41.0,2.0,4.0,1.0,48.0,89.16093276674354,4.8,4.476795931341386,4.841059602649007,4.833333333333333,66.95118886732372,229.9511636066121
695,영통구,원천동,주간,적설,비,41.0,2.0,1.0,4.0,48.0,89.16093276674353,4.8,4.476795931341386,4.25,4.798319327731092,66.32511525907248,229.19686917360713
696,영통구,영통동,주간,적설,기타,44.0,2.0,1.0,1.0,48.0,91.86777503519616,4.5964912280701755,4.476795931341386,4.25,4.833333333333333,66.15662049274489,220.28253923110384
697,장안구,송죽동,주간,서리/결빙,비,39.0,2.0,3.0,4.0,48.0,87.35637125444178,4.428571428571429,4.476795931341386,4.875,4.798319327731092,66.57868668764391,215.48615488789287
698,권선구,고색동,야간,기타,눈,43.0,1.0,2.0,2.0,48.0,91.02317320320316,3.962962962962963,4.488599348534202,4.666666666666667,3.5714285714285716,64.6896575495924,191.37219723213207
699,권선구,고색동,야간,적설,흐림,43.0,1.0,1.0,3.0,48.0,91.02317320320316,3.962962962962963,4.488599348534202,4.25,4.421875,65.12343731149716,192.41163175594158
700,장안구,송죽동,야간,건조,흐림,39.0,1.0,5.0,3.0,48.0,87.4140501785997,4.428571428571429,4.488599348534202,4.444769140853302,4.421875,65.78381491795894,212.69235576708644
701,장안구,송죽동,야간,서리/결빙,맑음,39.0,1.0,3.0,5.0,48.0,87.41405017859968,4.428571428571429,4.488599348534202,4.875,4.460807600950119,66.25297837805576,214.1319230675705
702,장안구,송죽동,야간,젖음/습기,비,39.0,1.0,4.0,4.0,48.0,87.41405017859968,4.428571428571429,4.488599348534202,4.841059602649007,4.798319327731092,66.55654970748573,215.7604007843403
703,장안구,조원동,야간,건조,맑음,37.0,1.0,5.0,5.0,48.0,85.60948866629795,4.770833333333333,4.488599348534202,4.444769140853302,4.460807600950119,66.16500942367097,225.53731639088463
704,권선구,구운동,야간,적설,비,42.0,1.0,1.0,4.0,48.0,90.1208924470523,4.9411764705882355,4.488599348534202,4.25,4.798319327731092,66.47809514685352,235.46128842416445
705,권선구,구운동,야간,기타,흐림,42.0,1.0,2.0,3.0,48.0,90.12089244705231,4.9411764705882355,4.488599348534202,4.666666666666667,4.421875,66.5183174857891,234.61696944657342
706,권선구,구운동,야간,젖음/습기,기타,42.0,1.0,4.0,1.0,48.0,90.12089244705231,4.9411764705882355,4.488599348534202,4.841059602649007,4.833333333333333,67.10416875510477,236.21558285716944
707,권선구,호매실동,주간,건조,맑음,36.0,2.0,5.0,5.0,48.0,84.64952898598918,4.232558139534884,4.476795931341386,4.444769140853302,4.460807600950119,65.61493081267969,205.85356859495573
708,영통구,매탄동,야간,적설,기타,45.0,1.0,1.0,1.0,48.0,92.82773471550492,4.265625,4.488599348534202,4.25,4.833333333333333,65.83755768186754,205.52505768186754
709,권선구,구운동,야간,서리/결빙,눈,42.0,1.0,3.0,2.0,48.0,90.1208924470523,4.9411764705882355,4.488599348534202,4.875,3.5714285714285716,65.87620439055101,233.78586825609722
710,영통구,원천동,주간,기타,흐림,41.0,2.0,2.0,3.0,48.0,89.16093276674354,4.8,4.476795931341386,4.666666666666667,4.421875,66.36533759800804,228.3525501960161
711,권선구,고색동,야간,서리/결빙,기타,43.0,1.0,3.0,1.0,48.0,91.02317320320316,3.962962962962963,4.488599348534202,4.875,4.833333333333333,66.1598956448305,194.35434008927493
712,권선구,구운동,주간,적설,흐림,42.0,2.0,1.0,3.0,48.0,90.06321352289442,4.9411764705882355,4.476795931341386,4.25,4.421875,66.08984740192962,233.99862862738865
713,장안구,파장동,야간,건조,흐림,39.0,1.0,5.0,3.0,48.0,87.4140501785997,4.63265306122449,4.488599348534202,4.444769140853302,4.421875,65.98789655061199,220.6515394405558
714,영통구,원천동,야간,서리/결빙,흐림,41.0,1.0,3.0,3.0,48.0,89.21861169090143,4.8,4.488599348534202,4.875,4.421875,66.5854743485342,229.17922434853418
715,영통구,원천동,주간,서리/결빙,눈,41.0,2.0,3.0,2.0,48.0,89.16093276674353,4.8,4.476795931341386,4.875,3.5714285714285716,65.72322450276995,227.5214490055399
716,장안구,파장동,야간,서리/결빙,맑음,39.0,1.0,3.0,5.0,48.0,87.41405017859968,4.63265306122449,4.488599348534202,4.875,4.460807600950119,66.4570600107088,222.09110674103988
717,영통구,원천동,야간,기타,비,41.0,1.0,2.0,4.0,48.0,89.21861169090143,4.8,4.488599348534202,4.666666666666667,4.798319327731092,66.75358534293196,229.8152099927919
718,영통구,원천동,야간,적설,맑음,41.0,1.0,1.0,5.0,48.0,89.21861169090143,4.8,4.488599348534202,4.25,4.460807600950119,65.99940694948432,227.84263735328477
719,장안구,송죽동,주간,기타,맑음,39.0,2.0,2.0,5.0,48.0,87.3563712544418,4.428571428571429,4.476795931341386,4.666666666666667,4.460807600950119,66.03284162752959,213.30524891505243
720,장안구,송죽동,주간,젖음/습기,흐림,39.0,2.0,4.0,3.0,48.0,87.3563712544418,4.428571428571429,4.476795931341386,4.841059602649007,4.421875,66.16830196256183,214.2977409875645
721,영통구,원천동,야간,젖음/습기,눈,41.0,1.0,4.0,2.0,48.0,89.21861169090143,4.8,4.488599348534202,4.841059602649007,3.5714285714285716,65.70108752261177,227.79569490198733
722,장안구,파장동,야간,젖음/습기,비,39.0,1.0,4.0,4.0,48.0,87.41405017859968,4.63265306122449,4.488599348534202,4.841059602649007,4.798319327731092,66.76063134013879,223.71958445780967
723,장안구,파장동,야간,건조,눈,39.0,1.0,5.0,2.0,47.0,86.32482560333149,4.63265306122449,4.488599348534202,4.444769140853302,3.5714285714285716,64.13745012204056,214.52877158341295
724,장안구,연무동,야간,기타,맑음,39.0,1.0,2.0,5.0,47.0,86.32482560333149,3.9591836734693877,4.488599348534202,4.666666666666667,4.460807600950119,64.57525728962037,190.53413395192425
725,장안구,파장동,야간,서리/결빙,비,39.0,1.0,3.0,4.0,47.0,86.32482560333148,4.63265306122449,4.488599348534202,4.875,4.798319327731092,65.79457173748978,218.98034604721366
726,장안구,파장동,야간,젖음/습기,흐림,39.0,1.0,4.0,3.0,47.0,86.32482560333149,4.63265306122449,4.488599348534202,4.841059602649007,4.421875,65.3841870124077,217.7919321468853
727,장안구,연무동,야간,서리/결빙,비,39.0,1.0,3.0,4.0,47.0,86.32482560333148,3.9591836734693877,4.488599348534202,4.875,4.798319327731092,65.12110234973468,192.71503992476468
728,장안구,송죽동,야간,기타,맑음,39.0,1.0,2.0,5.0,47.0,86.32482560333149,4.428571428571429,4.488599348534202,4.666666666666667,4.460807600950119,65.04464504472242,208.84025640090385
729,장안구,연무동,야간,젖음/습기,흐림,39.0,1.0,4.0,3.0,47.0,86.32482560333149,3.9591836734693877,4.488599348534202,4.841059602649007,4.421875,64.7107176246526,191.52662602443633
730,팔달구,지동,주간,건조,맑음,35.0,2.0,5.0,5.0,47.0,82.65802365457012,4.536585365853658,4.476795931341386,4.444769140853302,4.460807600950119,64.91895803899847,212.2619633765779
731,영통구,원천동,야간,서리/결빙,눈,41.0,1.0,3.0,2.0,47.0,88.12938711563322,4.8,4.488599348534202,4.875,3.5714285714285716,64.73502791996277,223.05645649139132
732,장안구,송죽동,야간,젖음/습기,흐림,39.0,1.0,4.0,3.0,47.0,86.32482560333149,4.428571428571429,4.488599348534202,4.841059602649007,4.421875,65.18010537975464,209.83274847341593
733,장안구,송죽동,야간,서리/결빙,비,39.0,1.0,3.0,4.0,47.0,86.32482560333148,4.428571428571429,4.488599348534202,4.875,4.798319327731092,65.59049010483672,211.0211623737443
734,영통구,원천동,야간,적설,비,41.0,1.0,1.0,4.0,47.0,88.12938711563322,4.8,4.488599348534202,4.25,4.798319327731092,65.33691867626528,224.73187665945855
735,장안구,송죽동,야간,건조,눈,39.0,1.0,5.0,2.0,47.0,86.32482560333149,4.428571428571429,4.488599348534202,4.444769140853302,3.5714285714285716,63.933368489387504,206.56958790994358
736,권선구,고색동,야간,적설,눈,43.0,1.0,1.0,2.0,47.0,89.93394862793497,3.962962962962963,4.488599348534202,4.25,3.5714285714285716,63.27299088292573,186.28886389879872
737,권선구,호매실동,야간,건조,맑음,36.0,1.0,5.0,5.0,47.0,83.61798333487887,4.232558139534884,4.488599348534202,4.444769140853302,4.460807600950119,64.62673422987251,201.38857608080716
738,권선구,고색동,야간,기타,기타,43.0,1.0,2.0,1.0,47.0,89.93394862793498,3.962962962962963,4.488599348534202,4.666666666666667,4.833333333333333,64.95156231149716,189.06267342260827
739,장안구,조원동,주간,건조,흐림,37.0,2.0,5.0,3.0,47.0,84.46258516687186,4.770833333333333,4.476795931341386,4.444769140853302,4.421875,65.11427340552802,220.9638959002826
740,장안구,조원동,주간,서리/결빙,맑음,37.0,2.0,3.0,5.0,47.0,84.46258516687185,4.770833333333333,4.476795931341386,4.875,4.460807600950119,65.58343686562483,222.40346320076668
741,장안구,조원동,주간,젖음/습기,비,37.0,2.0,4.0,4.0,47.0,84.46258516687185,4.770833333333333,4.476795931341386,4.841059602649007,4.798319327731092,65.88700819505482,224.03194091753647
742,영통구,원천동,야간,기타,흐림,41.0,1.0,2.0,3.0,47.0,88.12938711563324,4.8,4.488599348534202,4.666666666666667,4.421875,65.37714101520086,223.88755768186752
743,영통구,영통동,야간,적설,기타,44.0,1.0,1.0,1.0,47.0,90.83622938408584,4.5964912280701755,4.488599348534202,4.25,4.833333333333333,65.16842390993772,215.81754671695526
744,영통구,원천동,야간,젖음/습기,기타,41.0,1.0,4.0,1.0,47.0,88.12938711563324,4.8,4.488599348534202,4.841059602649007,4.833333333333333,65.96299228451653,225.48617109246354
745,장안구,파장동,야간,기타,맑음,39.0,1.0,2.0,5.0,47.0,86.32482560333149,4.63265306122449,4.488599348534202,4.666666666666667,4.460807600950119,65.24872667737547,216.79944007437322
746,장안구,연무동,야간,건조,눈,39.0,1.0,5.0,2.0,47.0,86.32482560333149,3.9591836734693877,4.488599348534202,4.444769140853302,3.5714285714285716,63.463980734285464,188.26346546096397
747,권선구,구운동,주간,적설,눈,42.0,2.0,1.0,2.0,47.0,88.97398894762621,4.9411764705882355,4.476795931341386,4.25,3.5714285714285716,64.23940097335819,227.8758607702458
748,장안구,파장동,주간,건조,기타,39.0,2.0,5.0,1.0,47.0,86.2671466791736,4.63265306122449,4.476795931341386,4.444769140853302,4.833333333333333,65.38755146675251,216.68424028803773
749,장안구,연무동,주간,기타,비,39.0,2.0,2.0,4.0,47.0,86.26714667917359,3.9591836734693877,4.476795931341386,4.666666666666667,4.798319327731092,64.90096559920853,191.8883657722466
750,장안구,연무동,주간,젖음/습기,눈,39.0,2.0,4.0,2.0,47.0,86.26714667917359,3.9591836734693877,4.476795931341386,4.841059602649007,3.5714285714285716,63.84846777888835,189.86885068144204
751,영통구,원천동,주간,적설,흐림,41.0,2.0,1.0,3.0,47.0,88.07170819147534,4.8,4.476795931341386,4.25,4.421875,64.94867093134138,223.26921686268275
752,장안구,연무동,주간,서리/결빙,흐림,39.0,2.0,3.0,3.0,47.0,86.26714667917359,3.9591836734693877,4.476795931341386,4.875,4.421875,64.73285460481077,191.25238012798889
753,장안구,연무동,주간,적설,맑음,39.0,2.0,1.0,5.0,47.0,86.26714667917359,3.9591836734693877,4.476795931341386,4.25,4.460807600950119,64.14678720576089,189.91579313273948
754,장안구,연무동,주간,건조,기타,39.0,2.0,5.0,1.0,47.0,86.2671466791736,3.9591836734693877,4.476795931341386,4.444769140853302,4.833333333333333,64.71408207899741,190.41893416558875
755,장안구,조원동,야간,젖음/습기,맑음,37.0,1.0,4.0,5.0,47.0,84.52026409102974,4.770833333333333,4.488599348534202,4.841059602649007,4.460807600950119,65.56129988546667,222.67770909721412
756,장안구,조원동,야간,건조,비,37.0,1.0,5.0,4.0,47.0,84.52026409102974,4.770833333333333,4.488599348534202,4.444769140853302,4.798319327731092,65.50252115045193,222.4265556970584
757,장안구,파장동,주간,기타,비,39.0,2.0,2.0,4.0,47.0,86.26714667917359,4.63265306122449,4.476795931341386,4.666666666666667,4.798319327731092,65.57443498696362,218.15367189469558
758,영통구,원천동,주간,기타,눈,41.0,2.0,2.0,2.0,47.0,88.07170819147534,4.8,4.476795931341386,4.666666666666667,3.5714285714285716,64.51489116943662,222.22978233887324
759,영통구,원천동,주간,서리/결빙,기타,41.0,2.0,3.0,1.0,47.0,88.07170819147534,4.8,4.476795931341386,4.875,4.833333333333333,65.98512926467471,225.2119251960161
760,권선구,구운동,야간,적설,흐림,42.0,1.0,1.0,3.0,47.0,89.03166787178411,4.9411764705882355,4.488599348534202,4.25,4.421875,65.10165081912243,229.53363611324008
761,권선구,고색동,주간,적설,기타,43.0,2.0,1.0,1.0,47.0,89.87626970377708,3.962962962962963,4.476795931341386,4.25,4.833333333333333,64.52309222763768,188.4443326034235
762,장안구,송죽동,주간,건조,기타,39.0,2.0,5.0,1.0,47.0,86.2671466791736,4.428571428571429,4.476795931341386,4.444769140853302,4.833333333333333,65.18346983409945,208.72505661456836
763,권선구,구운동,야간,기타,눈,42.0,1.0,2.0,2.0,47.0,89.03166787178411,4.9411764705882355,4.488599348534202,4.666666666666667,3.5714285714285716,64.66787105721767,228.49420158943056
764,장안구,송죽동,주간,서리/결빙,흐림,39.0,2.0,3.0,3.0,47.0,86.26714667917359,4.428571428571429,4.476795931341386,4.875,4.421875,65.20224235991282,209.5585025769685
765,장안구,파장동,주간,서리/결빙,흐림,39.0,2.0,3.0,3.0,47.0,86.26714667917359,4.63265306122449,4.476795931341386,4.875,4.421875,65.40632399256587,217.51768625043786
766,권선구,구운동,주간,기타,기타,42.0,2.0,2.0,1.0,47.0,88.97398894762622,4.9411764705882355,4.476795931341386,4.666666666666667,4.833333333333333,65.91797240192962,230.64967029405534
767,장안구,파장동,주간,적설,맑음,39.0,2.0,1.0,5.0,47.0,86.26714667917359,4.63265306122449,4.476795931341386,4.25,4.460807600950119,64.82025659351599,216.18109925518846
768,장안구,송죽동,주간,적설,맑음,39.0,2.0,1.0,5.0,47.0,86.26714667917359,4.428571428571429,4.476795931341386,4.25,4.460807600950119,64.61617496086293,208.2219155817191
769,권선구,호매실동,주간,건조,비,36.0,2.0,5.0,4.0,47.0,83.56030441072097,4.232558139534884,4.476795931341386,4.444769140853302,4.798319327731092,64.95244253946066,202.7428079011295
770,장안구,송죽동,주간,기타,비,39.0,2.0,2.0,4.0,47.0,86.26714667917359,4.428571428571429,4.476795931341386,4.666666666666667,4.798319327731092,65.37035335431057,210.1944882212262
771,장안구,파장동,주간,젖음/습기,눈,39.0,2.0,4.0,2.0,47.0,86.26714667917359,4.63265306122449,4.476795931341386,4.841059602649007,3.5714285714285716,64.52193716664345,216.13415680389102
772,권선구,구운동,야간,서리/결빙,기타,42.0,1.0,3.0,1.0,47.0,89.03166787178411,4.9411764705882355,4.488599348534202,4.875,4.833333333333333,66.13810915245577,231.47634444657342
773,장안구,송죽동,주간,젖음/습기,눈,39.0,2.0,4.0,2.0,47.0,86.26714667917359,4.428571428571429,4.476795931341386,4.841059602649007,3.5714285714285716,64.3178555339904,208.17497313042165
774,권선구,호매실동,주간,젖음/습기,맑음,36.0,2.0,4.0,5.0,47.0,83.56030441072097,4.232558139534884,4.476795931341386,4.841059602649007,4.460807600950119,65.01122127447539,202.99396130128522
775,장안구,조원동,주간,기타,맑음,37.0,2.0,2.0,5.0,46.0,83.37336059160366,4.770833333333333,4.476795931341386,4.666666666666667,4.460807600950119,64.3751035322915,217.11179653410002
776,장안구,송죽동,야간,서리/결빙,흐림,39.0,1.0,3.0,3.0,46.0,85.23560102806329,4.428571428571429,4.488599348534202,4.875,4.421875,64.21404577710564,205.09351006281992
777,장안구,송죽동,야간,건조,기타,39.0,1.0,5.0,1.0,46.0,85.2356010280633,4.428571428571429,4.488599348534202,4.444769140853302,4.833333333333333,64.19527325129226,204.26006410041978
778,장안구,조원동,주간,젖음/습기,흐림,37.0,2.0,4.0,3.0,46.0,83.37336059160366,4.770833333333333,4.476795931341386,4.841059602649007,4.421875,64.51056386732373,218.1042886066121
779,권선구,호매실동,야간,젖음/습기,맑음,36.0,1.0,4.0,5.0,46.0,82.52875875961067,4.232558139534884,4.488599348534202,4.841059602649007,4.460807600950119,64.02302469166821,198.52896878713665
